City,Country,Latitude,Longitude,Population
dig,in,27.466667,77.333333,43489
digha,in,21.683333,87.55,3667
dighwara,in,25.733333,85,29273
diglur,in,18.55,77.6,52600
digras,in,20.116667,77.716667,41557
dimapur,in,25.9,93.733333,135866
dinanagar,in,32.15,75.466667,23341
dindigul,in,10.35,77.95,200814
dindori,in,22.95,81.083333,19265
dinhata,in,26.133333,89.466667,42401
diphu,in,25.833333,93.433333,57099
dirba,in,30.066667,75.983333,13838
disa,in,24.25,72.166667,92230
dispur,in,26.1425,91.788889,8282
diu,in,20.7,70.983333,23790
doda,in,33.133333,75.566667,17755
dod ballapur,in,13.291944,77.543056,78682
dohrighat,in,26.264444,83.516389,11182
doiwala,in,30.183333,78.116667,8248
dondaicha,in,21.333333,74.566667,46021
dongargaon,in,20.966667,80.85,12507
doraha,in,30.816667,76.016667,23553
dostpur,in,26.283333,82.466667,12689
dubrajpur,in,23.8,87.383333,35090
dudhani,in,17.366667,76.366667,12736
dugda,in,23.75,86.166667,20402
duliagaon,in,27.366667,95.316667,23530
dum duma,in,27.566667,95.566667,21707
dum dum,in,22.622222,88.416944,122731
dumjor,in,22.640833,88.220278,17973
dumka,in,24.266667,87.25,47668
dumra,in,26.566667,85.516667,15780
dumraon,in,25.55,84.15,50529
dundwaraganj,in,27.733333,78.95,46319
dungarpur,in,21.283333,71.733333,6105
dungarpur,in,23.833333,73.716667,45198
durgapur,in,20,79.3,18561
durgapur,in,23.483333,87.316667,518922
durg,in,21.183333,81.283333,255310
dusi,in,12.766667,79.683333,5257
dwarahat,in,29.783333,79.433333,2443
dwarka,in,22.239444,68.967778,35839
egra,in,21.9,87.533333,32866
elayirampannai,in,9.266667,77.833333,6473
ellenabad,in,29.45,74.65,37683
elumalai,in,9.866667,77.7,14456
elur,in,10.066667,76.283333,30832
eluru,in,16.7,81.1,183401
eral,in,8.633333,78.016667,9188
eraniel,in,8.2,77.3,9844
erattupetta,in,9.7,76.783333,33411
erode,in,11.35,77.733333,147283
etah,in,27.633333,78.666667,120020
etawah,in,26.7769,79.0239,257472
ettaiyapuram,in,9.15,77.983333,12957
faizabad,in,26.783333,82.133333,153062
faizpur,in,21.166667,75.85,24536
falakata,in,26.520841,89.205448,20120
farah,in,27.333333,77.766667,9236
farakka,in,24.816667,87.9,21836
faridabad,in,28.433333,77.316667,1280909
faridkot,in,30.666667,74.75,77455
faridnagar,in,28.766667,77.616667,11372
faridpur,in,28.216667,79.55,71790
farrukhabad,in,27.4,79.566667,241176
farrukhnagar,in,17.077778,78.201111,39771
farrukhnagar,in,28.45,76.816667,10092
fatehabad,in,29.516667,75.45,66017
fatehabad,in,27.016667,78.316667,21959
fatehgarh churian,in,31.862071,74.955344,18053
fatehgarh,in,27.366667,79.633333,14849
fatehpur chaurasi,in,26.783333,80.266667,5932
fatehpur,in,27.983333,74.95,83176
fatehpur,in,25.933333,80.8,166496
fatehpur sikri,in,27.1,77.666667,30029
fatwa,in,25.516667,85.316667,41652
fazilka,in,30.4,74.033333,70893
feroke,in,11.183333,75.85,30229
firozabad,in,27.15,78.416667,306439
firozpur,in,30.916667,74.6,102138
firozpur jhirka,in,27.8,76.95,20196
forbesganj,in,26.3,87.25,45103
fort gloster,in,22.504444,88.183333,18349
gadag,in,15.416667,75.616667,162583
gadarwara,in,22.916667,78.783333,41424
gadwal,in,16.233333,77.8,55958
gagret,in,31.666667,76.066667,3026
gairatganj,in,23.4,78.216667,8779
gajendragarh,in,15.733333,75.983333,29752
gajraula,in,28.85,78.233333,50385
galiakot,in,23.516667,74,6907
gandai,in,21.666667,81.1,12477
gandevi,in,20.816667,72.983333,16241
gandhidham,in,23.083333,70.133333,136605
gandhinagar,in,23.216667,72.683333,231314
gangakher,in,18.95,76.75,46369
ganganagar,in,29.916667,73.883333,231855
gangapur,in,19.683333,75.016667,24120
gangapur,in,26.483333,76.716667,120123
gangarampur,in,25.4,88.516667,65323
gangavalli,in,11.483333,78.65,10905
gangawati,in,15.433333,76.533333,106259
gangoh,in,29.766667,77.25,59525
gangotri,in,30.983333,78.933333,811
gangtok,in,27.333333,88.616667,30702
ganjam,in,19.316667,84.783333,11430
ganj muradabad,in,26.966667,80.183333,9971
gannavaram,in,16.533333,80.8,19410
garautha,in,25.566667,79.3,9490
gardhiwala,in,31.7325,75.750556,6694
garhakota,in,23.766667,79.15,28117
garhshankar,in,31.216667,76.133333,16471
gariaband,in,20.635,82.061389,10416
gariadhar,in,21.533333,71.583333,35695
garui,in,22.633333,88.4,16499
garulia,in,22.821111,88.374444,74404
garwa,in,24.183333,83.816667,40666
gaurela,in,22.75,81.9,14593
gauribidanur,in,13.611111,77.516667,32450
gauripur,in,26.083524,89.961584,24695
gawan,in,28.433333,78.35,8745
gaya,in,24.783333,85,423737
gevrai,in,19.266667,75.75,30408
gezing,in,27.283333,88.266667,869
ghamarwin,in,31.45,76.716667,6691
ghanaur,in,30.332222,76.607222,6091
ghansor,in,22.65,79.95,6597
gharghoda,in,22.166667,83.35,8513
ghatal,in,22.666667,87.716667,54663
ghatampur,in,26.166667,80.166667,40439
ghatanji,in,20.133333,78.316667,20786
ghatsila,in,22.6,86.483333,40022
ghaziabad,in,28.666667,77.433333,1199306
ghazipur,in,25.583333,83.566667,103105
ghiror,in,27.183333,78.8,14012
ghogha,in,21.683333,72.283333,11362
ghorawal,in,24.766667,82.783333,7493
ghosi,in,26.108333,83.543611,39142
ghoti,in,19.716667,73.633333,22097
ghugus,in,19.933333,79.133333,31861
gidam,in,18.983333,81.4,6228
giddalur,in,15.35,78.916667,28142
giddarbaha,in,30.2,74.666667,39246
goalpara,in,26.166667,90.616667,50761
goa velha,in,15.433333,73.866667,5656
gobardanga,in,22.874722,88.758611,43812
gobindapur,in,22.593056,88.091389,11781
gobindpur,in,22.633333,86.066667,27069
godda,in,24.833333,87.216667,43663
godhra,in,22.75,73.633333,131921
gogapur,in,23.55,75.516667,6857
gohad,in,26.426111,78.444722,51640
gohana,in,29.133333,76.7,56097
gohand,in,25.7,79.55,7287
gohpur,in,26.883333,93.633333,9896
gokak,in,16.166667,74.833333,73484
gokul,in,27.45,77.716667,4351
gola bazar,in,26.343056,83.355278,10937
golaghat,in,26.516667,93.966667,34374
gola gokarannath,in,28.083333,80.466667,58992
golakganj,in,26.1,89.833333,8125
gomoh,in,23.866667,86.166667,31398
gonda,in,27.133333,81.933333,133596
gondal,in,21.966667,70.8,101808
gopalganj,in,26.466667,84.433333,63731
gopalpur,in,19.266667,84.916667,7163
gopalpur,in,22.614444,88.751389,6900
gopalur,in,16.616667,77.8,3324
gopamau,in,27.55,80.283333,13582
gopichettipalaiyam,in,11.466667,77.45,57532
gopinathpur,in,22.65,86.066667,5255
gorakhpur,in,26.755,83.373889,674312
goregaon,in,18.166667,73.3,6946
gormi,in,26.599444,78.515,16889
gorur,in,12.819444,76.071667,6192
gosainganj,in,26.583333,82.383333,13177
gossaigaon,in,26.437868,89.97882,13933
govardhan,in,27.5,77.466667,20046
govindgarh,in,27.5,76.983333,10956
govindgarh,in,24.383333,81.3,10194
gua,in,22.2,85.383333,11390
gubbi,in,13.310556,76.944444,17985
gudalur,in,11.75,79.75,160993
gudari,in,19.35,83.783333,6895
gudibanda,in,13.669444,77.698333,9256
gudivada,in,16.45,80.983333,116174
gudiyattam,in,12.95,78.866667,93981
gudur,in,17.483333,78.816667,5647
guhagar,in,17.466667,73.2,3425
guirim,in,15.583333,73.8,7058
gulabpura,in,25.9,74.666667,26469
gulaothi,in,28.6,77.783333,46652
gulbarga,in,17.333333,76.833333,483655
gulmarg,in,34.05,74.383333,730
gumia,in,23.783333,85.816667,47127
gumla,in,23.05,84.55,44956
gummidipundi,in,13.4,80.15,16605
guna,in,24.65,77.316667,153705
gundlupet,in,11.8,76.683333,27200
gunnaur,in,28.25,78.433333,20982
guntakal,in,15.166667,77.383333,120978
guntur,in,16.3,80.45,530636
gunupur,in,19.083333,83.816667,22266
gurdaha,in,22.734722,88.759444,13103
gurdaspur,in,32.033333,75.516667,72503
gurgaon,in,28.466667,77.033333,197353
gurh,in,24.516667,81.516667,13104
gurmatkal,in,16.866667,77.4,18238
gursahaiganj,in,27.116667,79.716667,40217
gursarai,in,25.6148,79.1788,25193
guru har sahai,in,30.716667,74.416667,16029
guruvayur,in,10.6,76.05,21418
guskhara,in,23.5,87.75,33783
guwahati,in,26.183333,91.733333,899132
gwalior,in,26.223611,78.179167,882551
gyanpur,in,25.35,82.466667,13468
habra,in,22.834444,88.6275,139310
hadgaon,in,19.5,77.666667,26453
haflong,in,25.183333,93.033333,39983
hailakandi,in,24.683333,92.566667,31032
hajan,in,34.35,74.301389,10800
hajipur,in,31.975556,75.757778,5680
hajipur,in,25.683333,85.216667,133621
haldaur,in,29.3,78.283333,18688
haldia,in,22.025278,88.058333,207466
haldibari,in,26.333333,88.766667,14101
haldwani,in,29.216667,79.516667,139512
halisahar,in,22.949722,88.419444,128184
haliyal,in,15.333333,74.766667,21627
halol,in,22.5,73.466667,45744
halvad,in,23.016667,71.183333,26207
hamirpur,in,31.683333,76.516667,19281
hamirpur,in,25.95,80.15,34148
handia,in,25.383333,82.183333,17862
handwara,in,34.4,74.283333,12639
hangal,in,14.766667,75.133333,26607
hansi,in,29.1,75.966667,82412
hansot,in,21.583333,72.8,12525
hanumangarh,in,29.583333,74.316667,155698
haora,in,22.589167,88.310278,1027771
hapur,in,28.716667,77.783333,242944
harda,in,22.333333,77.1,67394
hardoi,in,27.116667,80.15,122647
harduaganj,in,27.95,78.166667,12329
hariana,in,31.637778,75.840833,8333
haridwar,in,29.966667,78.166667,186099
harihar,in,14.516667,75.8,78041
harij,in,23.7,71.9,18965
harindanga,in,22.038333,88.321389,6254
haringhata,in,22.95,88.566667,9705
haripur,in,22.936111,88.231944,7327
harpalpur,in,25.2884,79.3347,17733
harpanahalli,in,14.8,75.983333,44981
harrai,in,22.616667,79.216667,10251
harsud,in,22.1,76.733333,16738
harur,in,12.066667,78.5,20407
hasanpur,in,27.966667,77.5,9906
hasanpur,in,28.716667,78.283333,57487
hassan,in,13.000556,76.099444,128542
hastinapur,in,29.166667,78.016667,24095
hata,in,26.746111,83.740278,12051
hathras,in,27.6,78.05,126895
hatod,in,22.8,75.733333,9350
hatta,in,24.116667,79.6,30858
haveri,in,14.8,75.4,60161
hazaribag,in,23.983333,85.35,140079
herbertpur,in,30.45,77.733333,9479
hesla,in,24.066667,85.883333,6286
hilsa,in,25.316667,85.283333,41115
himatnagar,in,23.6,72.95,60638
hindaun,in,26.716667,77.016667,95600
hindoria,in,23.9,79.566667,15144
hindupur,in,13.828889,77.493333,133313
hinganghat,in,20.566667,78.833333,97576
hingoli,in,19.716667,77.15,75884
hinjilikatu,in,19.483333,84.75,22781
hirakud,in,21.516667,83.866667,27279
hiranagar,in,32.45,75.266667,9447
hirapur,in,21.533333,79.766667,6069
hirekerur,in,14.466667,75.383333,16688
hiriyur,in,13.945556,76.619167,53524
hisar,in,29.166667,75.716667,296456
hisua,in,24.833333,85.416667,27946
hodal,in,27.9,77.366667,44304
hojai,in,26,92.866667,36871
holalkere,in,14.033333,76.183333,15481
hole narsipur,in,12.782778,76.243056,28288
homnabad,in,17.766667,77.133333,41489
honavar,in,14.283333,74.45,18393
honnali,in,14.25,75.666667,16755
hosakote,in,14.283333,77.183333,11692
hosanagara,in,13.916667,75.066667,5188
hosangadi,in,13.7,74.95,2609
hosdurga,in,13.798056,76.286111,24687
hoshangabad,in,22.75,77.716667,109370
hoshiarpur,in,31.532222,75.917222,158154
hoskote,in,13.066944,77.798333,41240
hospet,in,15.266667,76.4,197862
hosur,in,12.716667,77.816667,103769
hubli,in,15.35,75.166667,840285
hukeri,in,16.233333,74.6,20826
hungund,in,16.066667,76.05,19037
hunsur,in,12.3075,76.287778,47648
husainabad,in,24.533333,84.016667,26187
hyderabad,in,17.375278,78.474444,3598199
ichalkaranji,in,16.7,74.466667,274405
ichchapuram,in,19.116667,84.7,33757
ichhawar,in,23.016667,77.016667,13657
idappadi,in,11.583333,77.85,51647
idar,in,23.833333,73,31316
idukki,in,9.85,76.966667,11249
igatpuri,in,19.7,73.55,35463
iglas,in,27.716667,77.933333,13748
ikauna,in,27.55,81.966667,14218
ilampillai,in,11.6,78,11309
ilkal,in,15.966667,76.133333,56941
iluppur,in,10.516667,78.633333,12472
imphal,in,24.816667,93.95,223537
indapur,in,18.3,73.25,26754
indergarh,in,26.9352,79.6724,17368
indi,in,17.166667,75.966667,34078
indore,in,22.716667,75.833333,1837230
indri,in,29.88,77.071111,15955
ingraj bazar,in,25,88.15,170056
irinjalakuda,in,10.333333,76.233333,29211
irugur,in,11.016667,77.066667,19166
isagarh,in,24.833333,77.883333,10370
islamnagar,in,28.333333,78.716667,29147
islampur,in,26.266667,88.2,55696
islampur,in,25.15,85.2,31879
itanagar,in,27.1,93.616667,44995
itarsi,in,22.616667,77.75,100585
itaunja,in,27.083333,80.916667,6727
itimadpur,in,27.25,78.2,22700
jabalpur,in,23.166667,79.95,1030276
jafarpur,in,22.320833,88.230556,14798
jagadhri,in,30.166667,77.3,112590
jagalur,in,14.533333,76.35,15789
jagannathpur,in,22.233333,85.65,7020
jagatsinghapur,in,20.266667,86.166667,32948
jagdalpur,in,19.066667,82.033333,76473
jagdispur,in,25.483333,84.416667,31032
jaggayyapeta,in,16.9,80.1,41185
jagraon,in,30.783333,75.483333,65310
jagtial,in,18.8,78.933333,99046
jahanabad,in,25.216667,84.983333,96397
jahanabad,in,28.633333,79.716667,13619
jahangirabad,in,28.416667,78.1,57369
jahangirpur,in,28.183333,77.716667,10043
jahazpur,in,25.616667,75.283333,20351
jaipur,in,26.916667,75.816667,2711937
jaisalmer,in,26.916667,70.9,67609
jaisinghnagar,in,23.7,81.383333,7601
jais,in,26.25,81.533333,25729
jaitaran,in,26.203056,73.936389,21405
jakhal mandi,in,29.8,75.833333,7411
jalakandapuram,in,11.7,77.883333,14530
jalalabad,in,30.616667,74.25,29826
jalalabad,in,29.618611,77.438333,25305
jalali,in,27.866667,78.266667,18179
jalalpore,in,20.966667,72.9,17325
jalalpur,in,26.316667,82.733333,31391
jalandhar,in,31.325556,75.579167,785234
jalaun,in,26.1451,79.3366,55304
jalesar,in,27.483333,78.316667,38618
jaleswar,in,21.816667,87.216667,23282
jalgaon,in,21.048611,76.534444,27796
jalna,in,19.833333,75.883333,262055
jalor,in,25.35,72.616667,49686
jalpaiguri,in,26.516667,88.733333,107843
jamadoba,in,23.716667,86.4,34778
jamai,in,22.2,78.583333,22590
jamalpur,in,25.3,86.5,100791
jambusar,in,22.05,72.8,41596
jamkhandi,in,16.516667,75.3,61696
jamkhed,in,18.666667,75.183333,29591
jammalamadugu,in,14.833333,78.4,43875
jammu,in,32.733333,74.866667,465600
jamnagar,in,22.466667,70.066667,492087
jamshedpur,in,22.8,86.183333,616404
jamtara,in,23.95,86.8,24391
jamui,in,24.916667,86.216667,78189
jamuria,in,23.7,87.083333,160257
janakpur road,in,26.483333,85.716667,15071
jandiala,in,31.166667,75.616667,25633
jangaon,in,17.5975,78.876111,47563
jangipur,in,24.466667,88.066667,82555
jansath,in,29.333333,77.85,19469
jaora,in,23.633333,75.133333,67210
jarwal,in,27.166667,81.55,17577
jasdan,in,22.033333,71.2,43864
jashpurnagar,in,22.9,84.15,22609
jasidih,in,24.516667,86.65,16339
jaspur,in,29.283333,78.816667,42529
jasrana,in,27.25,78.683333,9884
jaswantnagar,in,26.878611,78.902778,27780
jatara,in,25.016667,79.05,17003
jatni,in,20.166667,85.7,56008
jaunpur,in,25.733333,82.683333,169589
jawad,in,24.6,74.85,16889
jawala mukhi,in,31.883333,76.316667,5281
jawar,in,23,76.5,7753
jawhar,in,19.916667,73.233333,12083
jaynagar,in,26.583333,86.15,20498
jaynagar-majilpur,in,22.175833,88.417778,24512
jaypur,in,18.85,82.583333,80844
jaysingpur,in,16.8,74.566667,46946
jejuri,in,18.283333,74.166667,14064
jetalsar,in,21.7,70.583333,14771
jetpur,in,21.733333,70.616667,118076
jevargi,in,17.016667,76.766667,20157
jewar,in,28.133333,77.55,29319
jhabua,in,22.766667,74.6,34138
jha jha,in,24.766667,86.366667,38628
jhajjar,in,28.616667,76.65,44125
jhalawar,in,24.6,76.15,51888
jhalida,in,23.366667,85.966667,18059
jhalrapatan,in,24.55,76.166667,33123
jhalu,in,29.35,78.25,20358
jhanjharpur,in,26.266667,86.283333,31323
jhansi,in,25.433333,78.583333,412968
jhargram,in,22.45,86.983333,57802
jharia,in,23.75,86.4,86947
jharsuguda,in,21.85,84.033333,79499
jhinjhak,in,26.566667,79.733333,23501
jhinjhana,in,29.516667,77.216667,19713
jhunjhunun,in,28.1307,75.4014,113201
jhusi,in,25.433333,81.933333,16644
jind,in,29.316667,76.316667,161271
jintur,in,19.616667,76.7,42423
jiran,in,24.316667,74.883333,10983
jobat,in,22.416667,74.566667,10786
jobner,in,26.966667,75.383333,10829
jodhpur,in,26.286667,73.03,921540
jodiya,in,22.716667,70.283333,15788
jogbani,in,26.416667,87.25,33303
jogighopa,in,26.233333,90.583333,2415
jogindarnagar,in,31.983333,76.766667,5234
jorhat,in,26.75,94.216667,69036
joshimath,in,30.566667,79.566667,13866
joura,in,26.333333,77.816667,26341
jua,in,15.533333,73.933333,5470
jubbal,in,31.116667,77.666667,1327
jugsalai,in,22.766667,86.183333,49411
julana,in,29.133333,76.416667,14509
junagadh,in,21.516667,70.466667,184459
junagarh,in,19.866667,82.933333,16857
junnar,in,19.2,73.883333,25999
jutogh,in,31.1,77.116667,2470
kabrai,in,25.416667,80.016667,24774
kachhwa,in,25.216667,82.716667,15383
kadambur,in,8.983333,77.866667,4512
kadaura,in,25.983333,79.85,13785
kadayanallur,in,9.083333,77.35,77779
kadi,in,23.3,72.333333,58070
kadipur,in,26.166667,82.383333,7473
kadiri,in,14.116667,78.166667,81507
kadur,in,13.553333,76.013056,32938
kagal,in,16.583333,74.316667,25481
kagaznagar,in,19.333333,79.483333,60163
kaikalur,in,16.566667,81.2,20763
kailaras,in,26.316667,77.616667,24542
kailasahar,in,24.333333,92.016667,22124
kaimganj,in,27.566667,79.35,32861
kaimur,in,23.383333,79.75,20156
kairana,in,29.4,77.2,80440
kaithal,in,29.8,76.383333,140614
kakching,in,24.483333,93.983333,30420
kakinada,in,16.933333,82.216667,292956
kakori,in,26.883333,80.8,18334
kakrala,in,27.8927,79.1965,35694
kalagarh,in,29.5,78.75,13298
kalaikunda,in,22.35,87.25,3232
kalamb,in,19.05,73.95,27287
kalamnuri,in,19.666667,77.333333,22709
kalanaur,in,32.016667,75.15,13671
kalanwali,in,29.85,74.95,27357
kalas,in,18.166667,74.8,14858
kalavad,in,22.216667,70.383333,26289
kalavai,in,12.766667,79.416667,10057
kalghatgi,in,15.183333,74.966667,15428
kalikapur,in,22.616667,86.283333,4061
kalinagar,in,28.616667,80.1,10729
kaliyaganj,in,25.633333,88.316667,51753
kalka,in,30.834444,76.933333,32207
kallidaikurichchi,in,8.666667,77.483333,25515
kallupatti,in,9.716667,77.866667,9725
kalmeshwar,in,21.233333,78.9,19387
kalna,in,23.216667,88.366667,53969
kalol,in,23.25,72.483333,106958
kalpi,in,26.116667,79.733333,44343
kalugumalai,in,9.15,77.716667,15425
kalyani,in,22.983333,88.483333,93193
kalyan,in,19.25,73.15,1262355
kamakhyanagar,in,20.933333,85.55,15820
kamalapuram,in,14.583333,78.65,14677
kamalganj,in,27.266667,79.65,16223
kamalpur,in,24.2,91.833333,5509
kaman,in,27.65,77.266667,33527
kamareddi,in,18.316667,78.35,71049
kamarhati,in,22.671111,88.374722,332997
kambam,in,9.733333,77.3,60834
kampil,in,27.616667,79.283333,9201
kampli,in,15.4,76.616667,36644
kamthi,in,21.233333,79.2,86220
kanadukathan,in,10.166667,78.783333,4814
kanakapura,in,12.55,77.416667,50757
kanchipuram,in,12.833333,79.716667,155043
kanchrapara,in,22.97,88.431944,136967
kandhla,in,29.316667,77.266667,43391
kandi,in,23.95,88.033333,54853
kandla,in,23.033333,70.216667,25845
kandra,in,22.85,86.05,6902
kandri,in,21.416667,79.266667,8323
kangayam,in,11,77.566667,31367
kangra,in,32.1,76.266667,9159
kanigiri,in,15.4,79.516667,25045
kanina,in,28.333333,76.316667,10816
kankavli,in,16.266667,73.7,15735
kanke,in,23.433333,85.316667,16714
kanker,in,20.271944,81.493056,25987
kankipadu,in,16.45,80.783333,14249
kankon,in,15.016667,74.016667,12446
kannad,in,20.266667,75.133333,42059
kannangad,in,12.316667,75.066667,68456
kannauj,in,27.0546,79.922,76721
kanniyakumari,in,8.076111,77.548333,20542
kannod,in,22.666667,76.733333,15872
kannur,in,11.866667,75.365278,7625
kanodar,in,24.1,72.383333,11954
kanor,in,24.433333,74.266667,13090
kanpur,in,26.466667,80.35,2823523
kantabanji,in,20.483333,82.916667,21026
kanth,in,29.066667,78.633333,24886
kantilo,in,20.35,85.183333,8862
kant,in,27.8,79.8,24432
kapasan,in,24.9,74.333333,19732
kapra,in,17.486667,78.566111,198349
kaptanganj,in,26.926667,83.715278,12300
kapurthala,in,31.379444,75.384722,92674
karad,in,17.283333,74.2,55667
karaikkudi,in,10.066667,78.783333,91916
karamadai,in,11.266667,76.966667,31190
karambakkudi,in,10.466667,79.133333,12371
karamsad,in,22.55,72.9,32382
karanja,in,20.483333,77.483333,64740
karanpura,in,29.841944,73.454167,21606
karari,in,25.45,81.433333,14404
karauli,in,26.5,77.016667,73722
kareli,in,22.916667,79.066667,27811
karera,in,25.466667,78.15,26215
kargil,in,34.566667,76.1,13843
karhal,in,27.000278,78.941389,26696
kariapatti,in,9.7,78.1,14398
karimganj,in,24.866667,92.35,55293
karimnagar,in,18.433333,79.15,228770
karimpur,in,23.966667,88.616667,9565
karjat,in,18.916667,73.333333,34577
karkal,in,13.2,74.983333,25376
karmala,in,18.416667,75.2,22811
karnal,in,29.683333,76.983333,225064
karrapur,in,23.95,78.85,9993
karsiyang,in,26.882511,88.27729,46431
kartarpur,in,31.44,75.499722,26703
karumbakkam,in,12.699167,80.093333,11992
karur,in,10.95,78.083333,76922
karwar,in,14.813611,74.129722,64462
kasaragod,in,12.5,75,53313
kasauli,in,30.898889,76.964722,5215
kasba,in,25.85,87.55,26940
kasganj,in,27.816667,78.65,99472
kashipur,in,29.216667,78.95,103149
kasimbazar,in,24.116667,88.283333,10727
kasrawad,in,22.133333,75.6,21486
katangi,in,21.783333,79.783333,15323
katghora,in,22.5,82.55,20115
kathor,in,21.3,72.933333,15311
kathua,in,32.366667,75.516667,48555
katihar,in,25.533333,87.583333,192575
katol,in,21.266667,78.583333,41896
katpadi,in,12.983333,79.133333,16408
katra,in,32.983333,74.95,9107
katra,in,27.516667,82.016667,6853
katras,in,23.8,86.283333,57355
kattivakkam,in,13.216667,80.316667,34598
katwa,in,23.65,88.133333,78416
kavali,in,14.916667,79.983333,83361
kavant,in,22.1,74.05,8618
kavaratti,in,10.566667,72.616667,10689
kaveripattinam,in,12.416667,78.233333,14209
kawardha,in,22.016667,81.25,35241
kayalpattinam,in,8.566667,78.116667,36178
kayankulam,in,9.183333,76.5,64189
kayattar,in,8.95,77.8,10008
kedarnath,in,30.733333,79.066667,508
kekri,in,25.966667,75.15,37853
kelamangalam,in,12.6,77.85,11328
kemri,in,28.816667,79.216667,26729
kenda,in,23.2,86.533333,15132
kendrapara,in,20.5,86.416667,43847
kenduadih,in,23.783333,86.383333,9033
kerur,in,16.016667,75.566667,17930
kesabpur,in,22.968333,88.262778,10921
keshod,in,21.3,70.25,68523
keshorai patan,in,25.3,75.933333,23466
kesinga,in,20.2,83.233333,17995
khachrod,in,23.416667,75.283333,31829
khadki,in,18.566667,73.866667,75660
khaga,in,25.783333,81.116667,13339
khagaria,in,25.5,86.483333,49988
khagaul,in,25.583333,85.05,51583
khailar,in,25.35,78.533333,13334
khairabad,in,27.533333,80.75,42129
khairagarh,in,26.95,77.816667,20097
khairagarh,in,21.416667,80.966667,15736
khair,in,27.95,77.833333,30176
khajuraho,in,24.85,79.933333,25681
khalilabad,in,26.775,83.073611,45325
khamanon,in,30.818611,76.350833,9395
khamaria,in,23.216667,79.883333,15034
khambhaliya,in,22.207222,69.668333,38123
khambhat,in,22.3,72.616667,81334
khamgaon,in,20.683333,76.566667,94612
khammam,in,17.25,80.15,170522
khanapur,in,15.633333,74.516667,17217
khandela,in,27.6,75.5,23165
khandwa,in,21.833333,76.333333,182860
khanna,in,30.704444,76.223056,117146
khanpur,in,24.716667,76.383333,14854
khanpur,in,28.533333,78.05,14689
khapa,in,21.433333,78.966667,15176
kharagpur,in,22.333333,87.333333,219686
kharagpur,in,25.116667,86.55,27495
kharakvasla,in,18.433333,73.766667,23677
kharar,in,30.744444,76.647778,45694
kharar,in,22.7,87.683333,12051
khardaha,in,22.718611,88.378056,128358
kharela,in,25.55,79.816667,13800
khargapur,in,24.823,79.144,13508
khargone,in,21.816667,75.6,94995
khargupur,in,27.383333,81.983333,9577
kharhial,in,20.283333,82.766667,14008
kharod,in,21.75,82.566667,8927
kharsawan,in,22.8,85.833333,7217
kharsia,in,21.966667,83.116667,18258
khatauli,in,29.283333,77.716667,64737
khategaon,in,22.6,76.916667,23407
khatima,in,28.916667,79.966667,15716
khatra,in,22.983333,86.85,16484
khawhai,in,23.366667,93.116667,2537
kheda,in,22.75,72.683333,24768
khed brahma,in,24.033333,73.05,29404
khed,in,17.716667,73.383333,14830
khekra,in,28.866667,77.283333,42412
khem karan,in,31.142778,74.566667,12637
kheralu,in,23.883333,72.616667,20757
kheri,in,27.9,80.8,26330
khetia,in,21.666667,74.583333,15022
khetri,in,27.983333,75.8,17178
khilchipur,in,24.033333,76.566667,16412
khirkiya,in,22.166667,76.85,18500
khonsa,in,27.016667,95.566667,10188
khopoli,in,18.783333,73.333333,64465
khour,in,32.6,74.8,6690
khowai,in,24.1,91.633333,20049
khudaganj,in,28.15,79.716667,12638
khujner,in,23.783333,76.6,9951
khuldabad,in,20.05,75.183333,14415
khunti,in,23.083333,85.283333,31370
khurai,in,24.0436,78.3319,31617
khurda,in,20.183333,85.616667,42530
khurja,in,28.25,77.85,105920
khutar,in,28.2,80.283333,15620
kichha,in,28.916667,79.5,34908
kilakarai,in,9.233333,78.783333,30471
kilvelur,in,10.766667,79.733333,7629
kinwat,in,19.633333,78.2,25958
kiranur,in,10.566667,78.783333,10134
kiraoli,in,27.15,77.783333,21026
kiratpur,in,29.516667,78.2,60229
kiri buru,in,22.083333,85.35,9720
kishanganj,in,26.116667,87.933333,94817
kishangarh,in,27.816667,76.716667,10288
kishanpur,in,25.65,81.016667,6105
kishni,in,27.0247,79.2634,9853
kishtwar,in,33.316667,75.766667,20561
koath,in,25.316667,84.266667,16727
koch bihar,in,26.316667,89.433333,78744
kochi,in,9.966667,76.233333,604751
kochinda,in,21.733333,84.35,14083
kodaikanal,in,10.233333,77.483333,35024
kodala,in,19.633333,84.95,13188
kodar,in,16.983333,79.966667,59182
kodarma,in,24.433333,85.516667,19182
kodigenahalli,in,13.72,77.390278,5727
kodinar,in,20.790278,70.703056,34933
kodlipet,in,12.8,75.883333,2686
kodoli,in,16.883333,74.2,17537
kodumudi,in,11.083333,77.883333,13053
kodungallur,in,10.222222,76.199167,34213
kohima,in,25.666667,94.116667,92117
kokrajhar,in,26.399042,90.271819,31972
kolaras,in,25.233333,77.6,17176
kolar,in,13.133333,78.133333,126452
kolhapur,in,16.7,74.216667,516184
kollam,in,8.880556,76.591667,394198
kollegal,in,12.15,77.116667,56502
kombai,in,9.833333,77.316667,13209
konanur,in,12.626389,76.054167,9555
konch,in,25.983333,79.15,52778
kondagaon,in,19.6,81.666667,27630
kondapalle,in,16.616667,80.533333,38722
konganapuram,in,11.583333,77.916667,8331
