City,Country,Latitude,Longitude,Population
pueblo nuevo,gt,14.65,-91.533333,3051
pueblo nuevo vinas,gt,14.225833,-90.474167,4125
puerto barrios,gt,15.716667,-88.6,55445
purulha,gt,15.266667,-90.2,5606
quetzaltenango,gt,14.833333,-91.516667,132231
quezada,gt,14.270278,-90.040278,2203
quezaltepeque,gt,14.633333,-89.45,4041
rabinal,gt,15.1,-90.45,12641
retalhuleu,gt,14.533333,-91.683333,35903
rio blanco,gt,15.033333,-91.683333,812
rio bravo,gt,14.4,-91.316667,7412
rio hondo,gt,15.066667,-89.583333,5874
sacapulas,gt,15.286667,-91.087222,11839
salama,gt,15.1,-90.266667,22247
salcaja,gt,14.883333,-91.45,11720
samayac,gt,14.583333,-91.466667,8809
san agustin acasaguastlan,gt,14.95,-89.966667,10123
san andres itzapa,gt,14.62,-90.844167,18263
san andres sajcabaja,gt,15.216667,-90.916667,1947
san andres,gt,16.966667,-89.916667,7086
san andres semetabaj,gt,14.75,-91.133333,2552
san andres villa seca,gt,14.566667,-91.583333,4988
san andres xecul,gt,14.9,-91.483333,11884
san antonio aguas calientes,gt,14.539722,-90.769444,7650
san antonio huista,gt,15.65,-91.766667,5553
san antonio ilotenango,gt,15.054722,-91.229722,1979
san antonio palopo,gt,14.7,-91.116667,3514
san antonio sacatepequez,gt,14.966667,-91.733333,1623
san antonio suchitepequez,gt,14.533333,-91.416667,10726
sanarate,gt,14.795,-90.192222,15517
san bartolome jocotenango,gt,15.192778,-91.077222,1586
san bartolome milpas altas,gt,14.606111,-90.68,6132
san bartolo,gt,15.084444,-91.455833,1264
san benito,gt,16.916667,-89.9,30131
san bernardino,gt,14.533333,-91.45,5388
san carlos sija,gt,14.983333,-91.55,6691
san cristobal acasaguastlan,gt,14.916667,-89.883333,2127
san cristobal cucho,gt,14.9,-91.783333,8948
san cristobal totonicapan,gt,14.916667,-91.433333,4104
san cristobal verapaz,gt,15.383333,-90.4,18748
san diego,gt,14.783333,-89.783333,546
san felipe,gt,14.616667,-91.6,8737
san francisco el alto,gt,14.95,-91.45,53226
san francisco,gt,16.8,-89.933333,3873
san francisco zapotitlan,gt,14.583333,-91.516667,13544
san gabriel,gt,14.516667,-91.516667,4033
san gaspar ixchil,gt,15.383333,-91.716667,540
san jacinto,gt,14.666667,-89.5,1488
san jeronimo,gt,15.05,-90.2,8317
san jose acatempa,gt,14.265278,-90.126944,6236
san jose chacaya,gt,14.766667,-91.216667,820
san jose del golfo,gt,14.762778,-90.376389,4807
san jose el idolo,gt,14.45,-91.416667,2362
san jose ojetenan,gt,15.216667,-91.966667,1243
san jose pinula,gt,14.546111,-90.411389,46188
san jose poaquil,gt,14.819722,-90.906389,5864
san jose,gt,13.925556,-90.824444,18270
san jose,gt,16.983333,-89.9,1176
san juan atitan,gt,15.433333,-91.633333,1870
san juan bautista,gt,14.416667,-91.183333,2625
san juan chamelco,gt,15.433333,-90.333333,11389
san juan cotzal,gt,15.434167,-91.034167,10818
san juan ermita,gt,14.766667,-89.433333,1590
san juan ixcoy,gt,15.599722,-91.445278,2483
san juan sacatepequez,gt,14.718889,-90.644167,133613
san juan tecuaco,gt,14.082222,-90.261111,2164
san lorenzo,gt,15.033333,-91.733333,925
san lorenzo,gt,14.483333,-91.516667,2121
san lucas sacatepequez,gt,14.609722,-90.656944,17590
san lucas toliman,gt,14.633333,-91.133333,14246
san luis jilotepeque,gt,14.65,-89.733333,10094
san luis,gt,16.198889,-89.440278,6636
san manuel chaparron,gt,14.516667,-89.766667,2570
san marcos,gt,14.966667,-91.8,24573
san martin jilotepeque,gt,14.787778,-90.7925,9643
san martin sacatepequez,gt,14.816667,-91.65,3582
san martin zapotitlan,gt,14.6,-91.6,4328
san mateo ixtatan,gt,15.831944,-91.478056,12942
san mateo,gt,14.866667,-91.583333,5421
san miguel acatan,gt,15.7,-91.616667,2716
san miguel chicaj,gt,15.1,-90.4,12708
san miguel duenas,gt,14.523889,-90.798333,8251
san miguel ixtahuacan,gt,15.25,-91.75,3587
san miguel panan,gt,14.533333,-91.366667,1983
san miguel siguila,gt,14.9,-91.616667,7384
san pablo jocopilas,gt,14.583333,-91.45,19774
san pablo,gt,14.933333,-92,13340
san pedro ayampuc,gt,14.786667,-90.451111,45755
san pedro carcha,gt,15.483333,-90.266667,12941
san pedro jocopilas,gt,15.094444,-91.151389,1019
san pedro necta,gt,15.5,-91.766667,3481
san pedro pinula,gt,14.666667,-89.85,3235
san pedro sacatepequez,gt,14.684167,-90.644167,14020
san pedro sacatepequez,gt,14.966667,-91.766667,39200
san rafael petzal,gt,15.416667,-91.666667,1494
san raymundo,gt,14.764722,-90.595556,8510
sansare,gt,14.747222,-90.1125,3714
san sebastian coatan,gt,15.733333,-91.566667,784
san sebastian huehuetenango,gt,15.383333,-91.583333,1284
san sebastian,gt,14.566667,-91.65,14519
santa ana huista,gt,15.683333,-91.816667,1963
santa ana,gt,16.8,-89.833333,9309
santa apolonia,gt,14.791389,-90.970833,2346
santa barbara,gt,15.316667,-91.616667,868
santa barbara,gt,14.433333,-91.233333,12618
santa catarina barahona,gt,14.548889,-90.788333,3148
santa catarina ixtahuacan,gt,14.8,-91.366667,14405
santa catarina mita,gt,14.45,-89.75,10595
santa catarina palopo,gt,14.716667,-91.133333,2887
santa catarina pinula,gt,14.568889,-90.495278,66351
santa cruz balanya,gt,14.687222,-90.915,7664
santa cruz del quiche,gt,15.030556,-91.148889,23131
santa cruz mulua,gt,14.583333,-91.616667,2650
santa cruz naranjo,gt,14.388056,-90.369722,6126
santa cruz verapaz,gt,15.366667,-90.433333,5656
santa eulalia,gt,15.733056,-91.456944,4820
santa lucia cotzumalguapa,gt,14.333333,-91.016667,60821
santa lucia milpas altas,gt,14.575833,-90.678611,12711
santa lucia utatlan,gt,14.766667,-91.266667,1278
santa maria chiquimula,gt,15.030278,-91.329167,6837
santa maria de jesus,gt,14.518333,-90.726667,15210
santa maria ixhuatan,gt,14.19,-90.274722,3559
santa maria visitacion,gt,14.716667,-91.316667,1456
santa rosa de lima,gt,14.388056,-90.295556,5861
santiago atitlan,gt,14.633333,-91.233333,32625
santiago chimaltenango,gt,15.466667,-91.716667,2958
santiago sacatepequez,gt,14.635278,-90.676389,23713
santo domingo suchitepequez,gt,14.466667,-91.483333,6141
santo domingo xenacoj,gt,14.677778,-90.697778,8610
san vicente pacaya,gt,14.416111,-90.639167,7014
sayaxche,gt,16.516667,-90.166667,8913
senahu,gt,15.4,-89.833333,5378
sibilia,gt,15,-91.616667,1155
sibinal,gt,15.133333,-92.05,1623
sipacapa,gt,15.2,-91.666667,647
siquinala,gt,14.306111,-90.965,12881
solola,gt,14.766667,-91.183333,44443
soloma,gt,15.716667,-91.45,10692
sumpango,gt,14.646389,-90.733889,20454
tacana,gt,15.233333,-92.083333,6305
tactic,gt,15.333333,-90.3,8723
tajumulco,gt,15.083333,-91.883333,4226
tamahu,gt,15.333333,-90.166667,1078
taxisco,gt,14.070833,-90.463056,6384
tecpan guatemala,gt,14.766944,-90.994167,21526
tectitan,gt,15.333333,-92.033333,728
teculutan,gt,14.983333,-89.716667,6275
tejutla,gt,15.116667,-91.8,2599
tiquisate,gt,14.283333,-91.366667,17814
todos santos cuchumatan,gt,15.516667,-91.616667,3221
totonicapan,gt,14.916667,-91.366667,68213
tucuru,gt,15.3,-90.066667,3961
uspantan,gt,15.383333,-90.833333,4617
usumatlan,gt,14.95,-89.783333,4884
villa canales,gt,14.481389,-90.531667,119084
villa nueva,gt,14.526944,-90.5875,397158
yepocapa,gt,14.504167,-90.956944,8777
yupiltepeque,gt,14.2,-89.783333,2966
zacapa,gt,14.966667,-89.533333,35349
zacualpa,gt,15.083333,-90.833333,9050
zapotitlan,gt,14.133333,-89.833333,1583
zaragoza,gt,14.654444,-90.889444,9168
zunilito,gt,14.616667,-91.516667,2688
zunil,gt,14.783333,-91.483333,9780
bafata,gw,12.1666667,-14.6666667,22521
bissau,gw,11.85,-15.5833333,388094
bissora,gw,12.04,-15.4280556,12688
bolama,gw,11.5833333,-15.4666667,10769
buba,gw,11.5833333,-15.0,7779
bubaque,gw,11.2833333,-15.8333333,9941
cacheu,gw,12.2705556,-16.1658333,10490
canchungo,gw,12.0672222,-16.0333333,6853
catio,gw,11.2833333,-15.25,9898
farim,gw,12.4838889,-15.2216667,6792
fulacunda,gw,11.7666667,-15.1666667,1327
gabu,gw,12.2833333,-14.2166667,14430
mansoa,gw,12.0733333,-15.3188889,7821
quebo,gw,11.3333333,-14.9333333,7072
bartica,gy,6.4,-58.6166667,11159
fort wellington,gy,6.4,-57.6,2253
georgetown,gy,6.8,-58.1666667,235017
ituni,gy,5.5333333,-58.25,4567
lethem,gy,3.3833333,-59.8,716
linden,gy,6.0,-58.3,44690
mabaruma,gy,8.2,-59.7833333,717
mahaicony,gy,6.55,-57.8,2130
new amsterdam,gy,6.25,-57.5166667,35039
rosignol,gy,6.2833333,-57.5333333,5782
skeldon,gy,5.8833333,-57.1333333,5859
vreed en hoop,gy,6.8,-58.1833333,3073
achiotal,hn,14.0833333,-88.75,1210
agalteca,hn,14.45,-87.2666667,1029
agua azul rancho,hn,14.9,-87.95,1043
agua azul sierra,hn,14.9166667,-87.9666667,1079
agua blanca sur,hn,15.25,-87.8833333,7592
agua caliente,hn,14.8833333,-88.8166667,1075
agua caliente de linaca,hn,13.4352778,-87.2316667,973
agua dulcita,hn,14.7,-87.75,1017
agua fria,hn,13.45,-87.55,3196
agualote,hn,15.3352778,-88.5530556,1759
aguas del padre,hn,14.5666667,-87.8833333,1104
ahuas,hn,15.4833333,-84.3333333,1505
ajuterique,hn,14.3833333,-87.7,5354
alubaren,hn,13.7961111,-87.4688889,983
amapala,hn,13.2922222,-87.6538889,2137
antigua ocotepeque,hn,14.4,-89.2,1862
apacilagua,hn,13.4780556,-87.0755556,1251
arada,hn,14.85,-88.3,2913
aramecina,hn,13.75,-87.7166667,1071
arauli,hn,13.95,-86.55,1160
arenal,hn,15.35,-86.8333333,1722
arimis,hn,14.7833333,-86.0,1817
arizona,hn,15.6333333,-87.3166667,4444
armenia,hn,15.4666667,-86.3666667,1488
armenta,hn,15.5,-88.05,2989
atenas de san cristobal,hn,15.6833333,-87.3166667,1783
atima,hn,14.9333333,-88.4833333,1703
auka,hn,14.9333333,-83.8333333,1254
ayapa,hn,15.1,-87.15,1559
azacualpa,hn,14.2666667,-88.3833333,966
azacualpa,hn,14.2166667,-88.45,966
azacualpa,hn,14.7166667,-88.1,1258
balsamo oriental,hn,15.4833333,-86.3333333,1465
baracoa,hn,15.7666667,-87.85,9202
barra patuca,hn,15.8,-84.2833333,2759
bejuco,hn,15.1333333,-87.9333333,1276
belen gualcho,hn,14.4833333,-88.8,2359
berlin,hn,14.8333333,-88.5,1050
bonito oriental,hn,15.7333333,-85.7333333,3732
brus laguna,hn,15.75,-84.4833333,4067
buenos aires,hn,15.0333333,-88.9666667,1131
buenos aires,hn,15.4833333,-88.1833333,979
buenos aires,hn,15.35,-86.7333333,980
callejones,hn,15.1666667,-88.65,1033
camalote,hn,15.3333333,-88.3333333,1319
camasca,hn,14.0,-88.3833333,1150
campamento,hn,14.55,-86.65,6560
canaveral,hn,14.9833333,-88.0166667,2137
cane,hn,14.2833333,-87.6666667,2190
carbajales,hn,15.5166667,-86.35,1102
casa quemada,hn,15.1166667,-88.0833333,3036
casa quemada,hn,15.2666667,-88.55,1030
catacamas,hn,14.8,-85.9,33052
cedeno,hn,13.1727778,-87.4316667,1503
cedros,hn,14.6,-87.1166667,1041
ceguaca,hn,14.8,-88.2,1239
cerro blanco,hn,14.6666667,-87.7833333,1169
cerro grande,hn,13.8166667,-87.25,1093
chalmeca,hn,15.1,-88.6833333,2008
chiquila,hn,15.2333333,-88.5833333,983
chirinos,hn,15.4,-86.5833333,921
chivana,hn,15.75,-87.9833333,1018
choloma,hn,15.6166667,-87.95,139117
choluteca,hn,13.3002778,-87.1908333,75880
chotepe,hn,15.4166667,-87.9833333,1564
cofradia,hn,15.4,-88.15,20353
cofradia,hn,14.2166667,-87.1833333,1301
cololaca,hn,14.3,-88.8833333,1014
comayagua,hn,14.45,-87.6333333,58791
concepcion de guasistagua,hn,14.6,-87.65,1470
concepcion del norte,hn,15.1666667,-88.1333333,946
concepcion del sur,hn,14.8,-88.1666667,1049
concepcion de maria,hn,13.2166667,-87.0,923
concordia,hn,14.6166667,-86.65,1272
copan,hn,14.8333333,-89.15,6337
corinto,hn,15.5833333,-88.3666667,954
corocito,hn,15.75,-85.7833333,2855
corozal,hn,15.8,-86.7166667,2261
corquin,hn,14.5666667,-88.8666667,4753
correderos,hn,15.4166667,-88.45,1162
coyoles central,hn,15.4,-86.6666667,1144
coyoles,hn,15.4666667,-86.6833333,949
cubulero,hn,13.4833333,-87.6833333,1286
cucuyagua,hn,14.65,-88.8666667,2939
cusuna,hn,15.85,-85.2333333,1441
cuyali,hn,13.8833333,-86.55,1572
cuyamel,hn,15.6666667,-88.2,5022
danli,hn,14.0333333,-86.5833333,44805
dolores,hn,14.8666667,-88.8333333,1107
dulce nombre de culmi,hn,15.1,-85.5333333,2091
dulce nombre,hn,14.85,-88.8333333,3590
duyure,hn,13.6333333,-86.8166667,1164
el balsamo,hn,15.0666667,-87.4666667,1741
el benque,hn,14.0333333,-86.4666667,1101
el buen pastor,hn,14.8666667,-87.65,942
el caimito,hn,13.4463889,-87.475,832
el chichicaste,hn,14.0666667,-86.3,1671
el chimbo,hn,14.1333333,-87.1166667,1145
el ciruelo,hn,15.3,-88.5,2980
el corozal,hn,15.0666667,-88.6166667,1039
el corpus,hn,13.2888889,-87.0347222,1199
el corpus,hn,14.7,-88.9166667,1193
el derrumbo,hn,14.75,-88.7833333,929
el durazno,hn,14.1333333,-87.2666667,923
el eden,hn,14.95,-88.0166667,954
el ermitano,hn,15.25,-88.6833333,947
el escanito,hn,14.6666667,-87.1,1184
el escano de tepale,hn,14.75,-87.0666667,1026
el granzal,hn,14.4,-88.8666667,876
el guante,hn,14.55,-87.1,1082
el guantillo,hn,14.6,-87.3,1223
el guapinol,hn,13.7666667,-87.4666667,1817
el guayabito,hn,14.8333333,-86.0333333,1404
el guayabo,hn,13.4894444,-87.4438889,889
el higuero,hn,14.5666667,-87.7166667,1052
elixir,hn,15.4833333,-86.3,3079
el juncal,hn,15.45,-86.4333333,1286
el llano,hn,15.15,-87.8833333,1923
el lolo,hn,14.1166667,-87.2666667,1438
el maranon,hn,15.4,-88.05,1836
el milagro,hn,15.4,-87.9666667,1916
el mochito,hn,14.8666667,-88.0833333,1950
el negrito,hn,15.3166667,-87.7,9304
el nispero,hn,14.7666667,-88.3333333,2474
el obraje,hn,13.1541667,-87.1308333,1172
el obraje,hn,14.0,-86.4333333,1703
el ocote,hn,15.4166667,-86.5666667,1908
el ocoton,hn,15.0333333,-88.8833333,1038
el olivar,hn,15.0833333,-87.8833333,1279
el paraiso,hn,13.8666667,-86.55,18782
el paraiso,hn,14.4833333,-88.7833333,4126
el pedernal,hn,14.7,-87.1166667,1648
el perico,hn,13.1388889,-87.0322222,957
el perico,hn,15.0833333,-88.1,1141
el pescadero,hn,13.9333333,-86.55,909
el pino,hn,15.7,-86.9333333,3004
el plan,hn,15.2833333,-87.9666667,2176
el porvenir,hn,15.75,-86.9333333,2269
el porvenir,hn,14.5833333,-87.8833333,1337
el porvenir,hn,15.8333333,-87.9333333,2940
el porvenir,hn,13.7616667,-87.3458333,3153
el progreso,hn,15.4,-87.8,100821
el puente,hn,13.2833333,-87.1166667,1325
el rancho,hn,15.6666667,-87.95,1101
el rincon,hn,14.5833333,-87.9333333,1522
el rodeo,hn,14.2833333,-86.6,893
el rosario,hn,14.5833333,-87.7333333,2575
el rosario,hn,14.9,-86.6833333,962
el rusio,hn,14.4666667,-86.3666667,1016
el sauce,hn,14.4,-87.7833333,1389
el socorro,hn,14.6333333,-87.9166667,1092
el suyatal,hn,14.5166667,-87.2166667,2027
el tablon,hn,14.0333333,-87.1666667,1121
el terrero,hn,14.0666667,-87.0666667,1087
el tigre,hn,14.9333333,-87.9833333,1435
el tizatillo,hn,13.9994444,-87.195,798
el transito,hn,14.3833333,-88.9166667,1025
el triunfo,hn,13.1166667,-87.0,7183
el tular,hn,13.45,-87.5166667,1927
el zapote,hn,15.0166667,-87.85,970
erandique,hn,14.2333333,-88.4666667,1882
esparta,hn,15.7166667,-87.2,1115
esquias,hn,14.7333333,-87.3666667,1339
flores,hn,14.2833333,-87.5666667,3018
florida,hn,15.0333333,-88.8333333,5340
francia,hn,15.85,-85.5833333,1331
french harbor,hn,16.35,-86.4333333,2698
goascoran,hn,13.5833333,-87.6166667,1350
gracias,hn,14.5833333,-88.5833333,7910
guacamaya,hn,15.0166667,-88.15,1250
guaimaca,hn,14.5333333,-86.8166667,12901
gualaco,hn,15.05,-86.05,3601
gualjoco,hn,14.95,-88.2333333,1432
guanaja,hn,16.4,-85.9,1942
guarizama,hn,14.9166667,-86.3333333,1300
guata,hn,15.0833333,-86.3833333,1217
guatemalita,hn,14.1166667,-88.6166667,950
guayape,hn,14.7166667,-86.8333333,1703
guaymitas,hn,15.5,-87.7166667,2321
guinope,hn,13.8833333,-86.9333333,2716
hicaque,hn,15.6666667,-87.3833333,903
ilama,hn,15.0666667,-88.2166667,1811
intibuca,hn,14.3166667,-88.1666667,13743
iralaya,hn,15.0,-83.2333333,1520
jacaleapa,hn,14.0166667,-86.6666667,2578
jamalteca,hn,14.7,-87.5833333,1107
jardines,hn,14.7,-87.9833333,953
jerico,hn,15.95,-85.9666667,2364
jesus de otoro,hn,14.4833333,-87.9833333,6988
jicaro galan,hn,13.5316667,-87.4388889,1370
jiquinlaca,hn,14.0,-88.35,1248
joconal,hn,15.3544444,-88.6355556,1206
jocon,hn,15.2833333,-86.9666667,1731
jutiapa,hn,15.7666667,-86.5166667,2815
jutiapa,hn,13.9833333,-86.4,1153
juticalpa,hn,14.65,-86.2,33690
jutiquile,hn,14.7166667,-86.0833333,3585
la brea,hn,15.8,-85.9666667,1055
la bueso,hn,15.5833333,-87.8833333,1139
la campana,hn,13.8833333,-87.4,2268
la ceiba,hn,15.7833333,-86.8,130230
la colorada,hn,15.6166667,-86.8166667,979
la concepcion,hn,14.7,-86.2333333,1985
la criba,hn,13.4536111,-87.4133333,1001
la curva,hn,15.8,-85.7666667,981
la empalizada,hn,14.65,-86.1333333,933
la encarnacion,hn,14.6666667,-89.0833333,1484
la entrada,hn,15.05,-88.7333333,14705
la ermita,hn,14.4166667,-87.1,2495
la esperanza,hn,15.6333333,-85.7666667,2014
la esperanza,hn,15.05,-89.1,919
la esperanza,hn,15.4166667,-88.1833333,985
la esperanza,hn,14.3,-88.1833333,5319
la estancia,hn,15.05,-86.35,1508
la estancia,hn,15.2833333,-87.55,1668
la flecha,hn,15.2833333,-88.4833333,2136
la florida,hn,14.0166667,-87.9666667,899
la guacamaya,hn,15.25,-87.8,2525
la guama,hn,14.8833333,-87.9333333,1242
laguna seca,hn,14.7,-86.1,1131
lagunas,hn,14.6166667,-88.4833333,986
laguna verde,hn,15.2,-88.1666667,1460
la jigua,hn,15.0333333,-88.8,971
la jutosa,hn,15.6333333,-88.0,4183
la labor,hn,14.4833333,-89.0,1416
la laguna del pedernal,hn,14.8166667,-88.5666667,888
la libertad,hn,14.45,-87.45,4673
la libertad,hn,14.8,-88.5833333,1444
la lima,hn,15.4333333,-87.9166667,45962
lamani,hn,14.2,-87.6166667,1791
la masica,hn,15.6166667,-87.1166667,4022
la mina,hn,15.3166667,-87.8333333,2690
langue,hn,13.6166667,-87.65,3680
la paz,hn,14.3166667,-87.6833333,17557
la playona,hn,15.1166667,-88.9833333,1285
la reina,hn,15.1166667,-88.6333333,954
la rosa,hn,15.0666667,-87.1666667,1552
la sabana,hn,15.3666667,-87.9333333,1524
las animas,hn,14.25,-86.5666667,1117
la sarrosa,hn,15.2333333,-87.8333333,2188
las conchas,hn,13.3252778,-87.3955556,1084
las delicias,hn,14.7166667,-87.6166667,1326
las lajas,hn,14.7833333,-87.75,3011
las mercedes,hn,14.2833333,-87.5666667,1000
las tapias,hn,14.0666667,-87.2833333,814
las tejeras,hn,14.8,-88.6,1140
las vegas,hn,14.8666667,-88.0666667,7487
las vegas,hn,15.0166667,-87.45,1308
la tajeada,hn,13.2525,-87.0877778,882
la trinidad,hn,14.7166667,-87.6666667,880
la trinidad,hn,15.1,-87.2,1314
la union,hn,15.7166667,-87.0,2382
la union,hn,14.8166667,-88.4,3054
la union,hn,15.1333333,-88.55,827
la virtud,hn,14.05,-88.7,1315
la zumbadora,hn,15.0166667,-88.9,1086
lejamani,hn,14.3666667,-87.7,3835
lepaera,hn,14.7833333,-88.5833333,3137
lepaterique,hn,14.0666667,-87.4666667,2090
limon,hn,15.8666667,-85.5,2434
liure,hn,13.5358333,-87.0919444,1022
llano largo,hn,14.45,-88.75,910
loma alta,hn,15.3966667,-88.5597222,1067
lomitas,hn,15.1,-87.2166667,1552
los arroyos,hn,14.65,-88.8833333,916
los caminos,hn,14.95,-87.9666667,1146
los llanitos,hn,13.25,-87.0,1040
los naranjos,hn,14.9,-88.05,1684
los planes,hn,14.05,-88.0166667,1320
los tangos,hn,15.15,-88.6833333,1424
lucerna,hn,14.55,-88.9333333,1452
macholoa,hn,14.9166667,-88.3,989
macuelizo,hn,15.3,-88.5333333,2867
magdalena,hn,13.8666667,-88.3,966
mandasta,hn,13.7333333,-86.9166667,940
mangulile,hn,15.0666667,-86.8,1263
manto,hn,14.9166667,-86.3833333,1098
marale,hn,14.8833333,-87.15,1523
marcala,hn,14.15,-88.0333333,10055
marcovia,hn,13.2880556,-87.3097222,1928
mata de platano,hn,14.6,-87.2833333,1151
mateo,hn,14.0833333,-87.3166667,1021
meambar,hn,14.7833333,-87.7666667,902
mercedes,hn,14.3166667,-88.9833333,984
mezapa,hn,15.5833333,-87.65,6324
minas de oro,hn,14.8,-87.35,3554
mojiman,hn,15.2666667,-87.6,1498
monjaras,hn,13.2005556,-87.3741667,6772
monterrey,hn,15.5833333,-87.8833333,2234
morazan,hn,15.3166667,-87.6,11077
moroceli,hn,14.1166667,-86.8666667,2984
morolica,hn,13.5666667,-86.9,973
nacaome,hn,13.5361111,-87.4875,13931
naco,hn,15.3833333,-88.1833333,3966
namasigue,hn,13.2047222,-87.1388889,1804
naranjito,hn,14.95,-88.6833333,3814
nombre de jesus,hn,15.35,-86.6833333,1250
nueva armenia,hn,15.8166667,-86.5,1392
nueva armenia,hn,15.0333333,-89.1,875
nueva esperanza,hn,15.2666667,-87.6,2121
nueva florida,hn,15.4666667,-87.5,904
nueva granada,hn,15.1166667,-88.1,939
nuevo celilac,hn,14.9833333,-88.3333333,950
nuevo chamelecon,hn,15.3833333,-88.0166667,2098
nuevo jalapa,hn,14.9166667,-88.3333333,1094
ocote paulino,hn,15.4166667,-87.6,1697
ocotepeque,hn,14.4333333,-89.1833333,8781
ojo de agua,hn,14.0166667,-86.35,2330
ojojona,hn,13.9338889,-87.2958333,2790
ojos de agua,hn,14.6,-87.9333333,1146
ojos de agua,hn,14.7,-88.8166667,1340
olanchito,hn,15.5,-86.5666667,25972
omoa,hn,15.7666667,-88.0333333,4763
orica,hn,14.7,-86.95,2342
orocuina,hn,13.4816667,-87.105,1655
oropendolas,hn,15.0166667,-87.9333333,1333
oropoli,hn,13.8166667,-86.8166667,1412
ostuman,hn,14.8333333,-89.1666667,862
palkaka,hn,15.3166667,-83.8666667,909
palo pintado,hn,14.5166667,-87.6833333,909
paptalaya,hn,15.5,-84.3166667,1227
paujiles,hn,15.1,-87.35,1244
pena blanca,hn,15.5333333,-88.05,3552
pespire,hn,13.5922222,-87.3616667,3172
petoa,hn,15.2666667,-88.2833333,1067
